Dyad,Obs.effort,period,id1,id2,Grooming,sex1,group1,sex2,group2,sex.combo,group.combo,groom.prop,rval,kincat2,start1,destination1,start2,destination2,avg.rank1,avg.rank2,RankDiff,dob1,dob2,agediff,outcome.long,outcome.short
dz_qz,4185,Fission,dz,qz,0.0000,f,PHG,f,ENK,ff,different,0.0000,0.25,Other kin,PHG,PHG,ENK,ENK,0.753,0.711,0.043,1/11/91,6/22/11,20.44353183,never together,never
dz_tr,4005,Fission,dz,tr,33.1000,f,PHG,f,YNT,ff,different,0.0083,0,Non-kin,PHG,PHG,PHG,YNT,0.753,0.684,0.070,1/11/91,NA,NA,split apart,split
dz_ty,4155,Fission,dz,ty,1.0000,f,PHG,f,PHG,ff,same,0.0002,0,Non-kin,PHG,PHG,PHG,PHG,0.753,0.399,0.354,1/11/91,8/6/09,18.56810404,stayed together,stayed
dz_ua,4200,Fission,dz,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.753,1.000,0.247,1/11/91,3/19/05,14.18480493,never together,never
dz_ug,4155,Fission,dz,ug,5.9667,f,PHG,f,PHG,ff,same,0.0014,0,Non-kin,PHG,PHG,PHG,PHG,0.753,0.197,0.556,1/11/91,10/27/08,17.79329227,stayed together,stayed
dz_uj,4125,Fission,dz,uj,20.7333,f,PHG,f,PHG,ff,same,0.0050,0,Non-kin,PHG,PHG,PHG,PHG,0.753,0.254,0.499,1/11/91,4/19/10,19.26899384,stayed together,stayed
dz_uk,4185,Fission,dz,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.753,0.067,0.687,1/11/91,2/26/09,18.12731006,never together,never
dz_un,4170,Fission,dz,un,19.7000,f,PHG,f,PHG,ff,same,0.0047,0,Non-kin,PHG,PHG,PHG,PHG,0.753,0.101,0.652,1/11/91,11/20/00,9.859000684,stayed together,stayed
dz_ur,4155,Fission,dz,ur,5.6000,f,PHG,f,PHG,ff,same,0.0013,0,Non-kin,PHG,PHG,PHG,PHG,0.753,0.484,0.269,1/11/91,8/3/02,11.55920602,stayed together,stayed
dz_ut,4200,Fission,dz,ut,0.7333,f,PHG,f,ENK,ff,different,0.0002,0,Non-kin,PHG,PHG,ENK,ENK,0.753,0.183,0.570,1/11/91,2/27/99,8.128678987,never together,never
dz_uv,4170,Fission,dz,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.753,0.822,0.068,1/11/91,7/24/07,16.53114305,never together,never
dz_ux,4170,Fission,dz,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.753,0.000,0.753,1/11/91,1/15/07,16.0109514,split apart,split
dz_uz,4155,Fission,dz,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.753,0.313,0.440,1/11/91,5/27/08,17.3744011,stayed together,stayed
dz_yp,4125,Fission,dz,yp,0.0000,f,PHG,f,PHG,ff,same,0.0000,0.25,Other kin,PHG,PHG,PHG,PHG,0.753,0.933,0.180,1/11/91,2/23/11,20.11772758,stayed together,stayed
fd_fx,4155,Fission,fd,fx,7.1833,f,PHG,f,PHG,ff,same,0.0017,0.5,Mother-offspring,PHG,PHG,PHG,PHG,0.895,0.824,0.071,11/28/99,11/24/05,5.990417522,stayed together,stayed
fd_gm,4170,Fission,fd,gm,33.2667,f,PHG,f,PHG,ff,same,0.0080,0.5,Mother-offspring,PHG,PHG,PHG,PHG,0.895,0.667,0.227,11/28/99,2/12/11,11.20876112,stayed together,stayed
fd_gr,4185,Fission,fd,gr,12.7500,f,PHG,f,PHG,ff,same,0.0030,0.25,Other kin,PHG,PHG,PHG,PHG,0.895,0.381,0.514,11/28/99,1/20/12,12.14510609,stayed together,stayed
fd_gy,4140,Fission,fd,gy,11.5167,f,PHG,f,PHG,ff,same,0.0028,0.5,Mother-offspring,PHG,PHG,PHG,PHG,0.895,0.583,0.312,11/28/99,4/26/12,12.41067762,stayed together,stayed
fd_o6,3990,Fission,fd,o6,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.895,0.144,0.750,11/28/99,11/21/09,9.98220397,split apart,split
fd_oa,3990,Fission,fd,oa,6.4833,f,PHG,f,YNT,ff,different,0.0016,0,Non-kin,PHG,PHG,PHG,YNT,0.895,0.669,0.225,11/28/99,9/14/01,1.796030116,split apart,split
fd_ob,4005,Fission,fd,ob,6.0000,f,PHG,f,YNT,ff,different,0.0015,0,Non-kin,PHG,PHG,PHG,YNT,0.895,0.436,0.459,11/28/99,7/11/08,8.618754278,split apart,split
fd_oo,4005,Fission,fd,oo,3.0667,f,PHG,f,YNT,ff,different,0.0008,0,Non-kin,PHG,PHG,PHG,YNT,0.895,0.648,0.246,11/28/99,4/8/07,7.359342916,split apart,split
fd_oy,4155,Fission,fd,oy,0.1333,f,PHG,f,PHG,ff,same,3.20898515844364e-05,0,Non-kin,PHG,PHG,PHG,PHG,0.895,0.030,0.864,11/28/99,4/6/07,7.353867214,stayed together,stayed
fd_qc,4200,Fission,fd,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.895,0.636,0.259,11/28/99,4/6/10,10.35455168,never together,never
fd_qn,4170,Fission,fd,qn,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.895,0.559,0.336,11/28/99,5/24/07,7.485284052,never together,never
fd_qp,4170,Fission,fd,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.895,0.395,0.500,11/28/99,1/23/06,6.154688569,never together,never
fd_qz,4170,Fission,fd,qz,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.895,0.711,0.184,11/28/99,6/22/11,11.56468172,never together,never
fd_tr,3990,Fission,fd,tr,4.9167,f,PHG,f,YNT,ff,different,0.0012,0,Non-kin,PHG,PHG,PHG,YNT,0.895,0.684,0.211,11/28/99,NA,NA,split apart,split
fd_ty,4140,Fission,fd,ty,0.0667,f,PHG,f,PHG,ff,same,1.61030595813204e-05,0,Non-kin,PHG,PHG,PHG,PHG,0.895,0.399,0.496,11/28/99,8/6/09,9.689253936,stayed together,stayed
fd_ua,4185,Fission,fd,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.895,1.000,0.105,11/28/99,3/19/05,5.305954825,never together,never
fd_ug,4140,Fission,fd,ug,7.0833,f,PHG,f,PHG,ff,same,0.0017,0,Non-kin,PHG,PHG,PHG,PHG,0.895,0.197,0.697,11/28/99,10/27/08,8.914442163,stayed together,stayed
fd_uj,4110,Fission,fd,uj,0.4667,f,PHG,f,PHG,ff,same,0.0001,0,Non-kin,PHG,PHG,PHG,PHG,0.895,0.254,0.640,11/28/99,4/19/10,10.39014374,stayed together,stayed
fd_uk,4170,Fission,fd,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.895,0.067,0.828,11/28/99,2/26/09,9.248459959,never together,never
fd_un,4155,Fission,fd,un,29.4667,f,PHG,f,PHG,ff,same,0.0071,0,Non-kin,PHG,PHG,PHG,PHG,0.895,0.101,0.794,11/28/99,11/20/00,0.980150582,stayed together,stayed
fd_ur,4140,Fission,fd,ur,10.8000,f,PHG,f,PHG,ff,same,0.0026,0,Non-kin,PHG,PHG,PHG,PHG,0.895,0.484,0.410,11/28/99,8/3/02,2.680355921,stayed together,stayed
fd_ut,4185,Fission,fd,ut,0.2667,f,PHG,f,ENK,ff,different,6.37196336121067e-05,0,Non-kin,PHG,PHG,ENK,ENK,0.895,0.183,0.712,11/28/99,2/27/99,0.750171116,never together,never
fd_uv,4155,Fission,fd,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.895,0.822,0.073,11/28/99,7/24/07,7.65229295,never together,never
fd_ux,4155,Fission,fd,ux,0.6333,f,PHG,f,ENK,ff,different,0.0002,0,Non-kin,PHG,PHG,PHG,ENK,0.895,0.000,0.895,11/28/99,1/15/07,7.1321013,split apart,split
fd_uz,4140,Fission,fd,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.895,0.313,0.581,11/28/99,5/27/08,8.495550992,stayed together,stayed
fd_yp,4110,Fission,fd,yp,16.6167,f,PHG,f,PHG,ff,same,0.0040,0,Non-kin,PHG,PHG,PHG,PHG,0.895,0.933,0.039,11/28/99,2/23/11,11.23887748,stayed together,stayed
fx_gm,4185,Fission,fx,gm,1.8833,f,PHG,f,PHG,ff,same,0.0005,0.25,Sibling,PHG,PHG,PHG,PHG,0.824,0.667,0.157,11/24/05,2/12/11,5.2183436,stayed together,stayed
fx_gr,4200,Fission,fx,gr,0.0667,f,PHG,f,PHG,ff,same,1.58730158730159e-05,0.5,Mother-offspring,PHG,PHG,PHG,PHG,0.824,0.381,0.443,11/24/05,1/20/12,6.154688569,stayed together,stayed
fx_gy,4155,Fission,fx,gy,0.3000,f,PHG,f,PHG,ff,same,7.22021660649819e-05,0.25,Sibling,PHG,PHG,PHG,PHG,0.824,0.583,0.241,11/24/05,4/26/12,6.420260096,stayed together,stayed
fx_o6,4005,Fission,fx,o6,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.824,0.144,0.680,11/24/05,11/21/09,3.991786448,split apart,split
fx_oa,4005,Fission,fx,oa,11.7833,f,PHG,f,YNT,ff,different,0.0029,0,Non-kin,PHG,PHG,PHG,YNT,0.824,0.669,0.155,11/24/05,9/14/01,4.194387406,split apart,split
fx_ob,4020,Fission,fx,ob,6.6833,f,PHG,f,YNT,ff,different,0.0017,0,Non-kin,PHG,PHG,PHG,YNT,0.824,0.436,0.388,11/24/05,7/11/08,2.628336756,split apart,split
fx_oo,4020,Fission,fx,oo,4.1167,f,PHG,f,YNT,ff,different,0.0010,0,Non-kin,PHG,PHG,PHG,YNT,0.824,0.648,0.176,11/24/05,4/8/07,1.368925394,split apart,split
fx_oy,4170,Fission,fx,oy,35.5333,f,PHG,f,PHG,ff,same,0.0085,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.030,0.794,11/24/05,4/6/07,1.363449692,stayed together,stayed
fx_qc,4215,Fission,fx,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.636,0.188,11/24/05,4/6/10,4.364134155,never together,never
fx_qn,4185,Fission,fx,qn,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.559,0.265,11/24/05,5/24/07,1.49486653,never together,never
fx_qp,4185,Fission,fx,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.395,0.429,11/24/05,1/23/06,0.164271047,never together,never
fx_qz,4185,Fission,fx,qz,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.711,0.113,11/24/05,6/22/11,5.574264203,never together,never
fx_tr,4005,Fission,fx,tr,17.0500,f,PHG,f,YNT,ff,different,0.0043,0,Non-kin,PHG,PHG,PHG,YNT,0.824,0.684,0.140,11/24/05,NA,NA,split apart,split
fx_ty,4155,Fission,fx,ty,1.6833,f,PHG,f,PHG,ff,same,0.0004,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.399,0.425,11/24/05,8/6/09,3.698836413,stayed together,stayed
fx_ua,4200,Fission,fx,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,1.000,0.176,11/24/05,3/19/05,0.684462697,never together,never
fx_ug,4155,Fission,fx,ug,16.5667,f,PHG,f,PHG,ff,same,0.0040,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.197,0.627,11/24/05,10/27/08,2.924024641,stayed together,stayed
fx_uj,4125,Fission,fx,uj,2.7667,f,PHG,f,PHG,ff,same,0.0007,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.254,0.570,11/24/05,4/19/10,4.399726215,stayed together,stayed
fx_uk,4185,Fission,fx,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.067,0.757,11/24/05,2/26/09,3.258042437,never together,never
fx_un,4170,Fission,fx,un,17.3167,f,PHG,f,PHG,ff,same,0.0042,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.101,0.723,11/24/05,11/20/00,5.01026694,stayed together,stayed
fx_ur,4155,Fission,fx,ur,0.0500,f,PHG,f,PHG,ff,same,1.20336943441637e-05,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.484,0.340,11/24/05,8/3/02,3.310061602,stayed together,stayed
fx_ut,4200,Fission,fx,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.183,0.641,11/24/05,2/27/99,6.740588638,never together,never
fx_uv,4170,Fission,fx,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.822,0.002,11/24/05,7/24/07,1.661875428,never together,never
fx_ux,4170,Fission,fx,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.824,0.000,0.824,11/24/05,1/15/07,1.141683778,split apart,split
fx_uz,4155,Fission,fx,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.313,0.511,11/24/05,5/27/08,2.50513347,stayed together,stayed
fx_yp,4125,Fission,fx,yp,2.8833,f,PHG,f,PHG,ff,same,0.0007,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.933,0.110,11/24/05,2/23/11,5.248459959,stayed together,stayed
gm_gr,4215,Fission,gm,gr,0.0000,f,PHG,f,PHG,ff,same,0.0000,0.125,Aunt-niece,PHG,PHG,PHG,PHG,0.667,0.381,0.287,2/12/11,1/20/12,0.936344969,stayed together,stayed
gm_gy,4170,Fission,gm,gy,24.8833,f,PHG,f,PHG,ff,same,0.0060,0.25,Sibling,PHG,PHG,PHG,PHG,0.667,0.583,0.084,2/12/11,4/26/12,1.201916496,stayed together,stayed
gm_o6,4020,Fission,gm,o6,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.667,0.144,0.523,2/12/11,11/21/09,1.226557153,split apart,split
gm_oa,4020,Fission,gm,oa,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.667,0.669,0.002,2/12/11,9/14/01,9.412731006,split apart,split
gm_ob,4035,Fission,gm,ob,9.1167,f,PHG,f,YNT,ff,different,0.0023,0,Non-kin,PHG,PHG,PHG,YNT,0.667,0.436,0.232,2/12/11,7/11/08,2.590006845,split apart,split
gm_oo,4035,Fission,gm,oo,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.667,0.648,0.019,2/12/11,4/8/07,3.849418207,split apart,split
gm_oy,4185,Fission,gm,oy,4.9167,f,PHG,f,PHG,ff,same,0.0012,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.030,0.637,2/12/11,4/6/07,3.854893908,stayed together,stayed
gm_qc,4230,Fission,gm,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.636,0.032,2/12/11,4/6/10,0.854209446,never together,never
gm_qn,4200,Fission,gm,qn,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.559,0.109,2/12/11,5/24/07,3.72347707,never together,never
gm_qp,4200,Fission,gm,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.395,0.273,2/12/11,1/23/06,5.054072553,never together,never
gm_qz,4200,Fission,gm,qz,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.711,0.043,2/12/11,6/22/11,0.355920602,never together,never
gm_tr,4020,Fission,gm,tr,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.667,0.684,0.016,2/12/11,NA,NA,split apart,split
gm_ty,4170,Fission,gm,ty,2.7500,f,PHG,f,PHG,ff,same,0.0007,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.399,0.268,2/12/11,8/6/09,1.519507187,stayed together,stayed
gm_ua,4215,Fission,gm,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,1.000,0.333,2/12/11,3/19/05,5.902806297,never together,never
gm_ug,4170,Fission,gm,ug,7.2000,f,PHG,f,PHG,ff,same,0.0017,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.197,0.470,2/12/11,10/27/08,2.29431896,stayed together,stayed
gm_uj,4140,Fission,gm,uj,2.0000,f,PHG,f,PHG,ff,same,0.0005,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.254,0.413,2/12/11,4/19/10,0.818617385,stayed together,stayed
gm_uk,4200,Fission,gm,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.067,0.601,2/12/11,2/26/09,1.960301164,never together,never
gm_un,4185,Fission,gm,un,5.7000,f,PHG,f,PHG,ff,same,0.0014,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.101,0.566,2/12/11,11/20/00,10.22861054,stayed together,stayed
gm_ur,4170,Fission,gm,ur,4.3333,f,PHG,f,PHG,ff,same,0.0010,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.484,0.183,2/12/11,8/3/02,8.528405202,stayed together,stayed
gm_ut,4215,Fission,gm,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.183,0.484,2/12/11,2/27/99,11.95893224,never together,never
gm_uv,4185,Fission,gm,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.822,0.154,2/12/11,7/24/07,3.556468172,never together,never
gm_ux,4185,Fission,gm,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.667,0.000,0.667,2/12/11,1/15/07,4.076659822,split apart,split
gm_uz,4170,Fission,gm,uz,15.5500,f,PHG,f,PHG,ff,same,0.0037,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.313,0.354,2/12/11,5/27/08,2.71321013,stayed together,stayed
gm_yp,4140,Fission,gm,yp,33.5500,f,PHG,f,PHG,ff,same,0.0081,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.933,0.266,2/12/11,2/23/11,0.030116359,stayed together,stayed
gr_gy,4185,Fission,gr,gy,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.583,0.202,1/20/12,4/26/12,0.265571526,stayed together,stayed
gr_o6,4035,Fission,gr,o6,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.381,0.144,0.236,1/20/12,11/21/09,2.162902122,split apart,split
gr_oa,4035,Fission,gr,oa,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.381,0.669,0.289,1/20/12,9/14/01,10.34907598,split apart,split
gr_ob,4050,Fission,gr,ob,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.381,0.436,0.055,1/20/12,7/11/08,3.526351814,split apart,split
gr_oo,4050,Fission,gr,oo,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.381,0.648,0.268,1/20/12,4/8/07,4.785763176,split apart,split
gr_oy,4200,Fission,gr,oy,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.030,0.350,1/20/12,4/6/07,4.791238877,stayed together,stayed
gr_qc,4245,Fission,gr,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.636,0.255,1/20/12,4/6/10,1.790554415,never together,never
gr_qn,4215,Fission,gr,qn,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.559,0.178,1/20/12,5/24/07,4.65982204,never together,never
gr_qp,4215,Fission,gr,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.395,0.014,1/20/12,1/23/06,5.990417522,never together,never
gr_qz,4215,Fission,gr,qz,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.711,0.330,1/20/12,6/22/11,0.580424367,never together,never
gr_tr,4035,Fission,gr,tr,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.381,0.684,0.303,1/20/12,NA,NA,split apart,split
gr_ty,4185,Fission,gr,ty,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.399,0.018,1/20/12,8/6/09,2.455852156,stayed together,stayed
gr_ua,4230,Fission,gr,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,1.000,0.619,1/20/12,3/19/05,6.839151266,never together,never
gr_ug,4185,Fission,gr,ug,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.197,0.183,1/20/12,10/27/08,3.230663929,stayed together,stayed
gr_uj,4155,Fission,gr,uj,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.254,0.126,1/20/12,4/19/10,1.754962355,stayed together,stayed
gr_uk,4215,Fission,gr,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.067,0.314,1/20/12,2/26/09,2.896646133,never together,never
gr_un,4200,Fission,gr,un,0.0667,f,PHG,f,PHG,ff,same,1.58730158730159e-05,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.101,0.280,1/20/12,11/20/00,11.16495551,stayed together,stayed
gr_ur,4185,Fission,gr,ur,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.484,0.104,1/20/12,8/3/02,9.464750171,stayed together,stayed
gr_ut,4230,Fission,gr,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.183,0.198,1/20/12,2/27/99,12.89527721,never together,never
gr_uv,4200,Fission,gr,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.822,0.441,1/20/12,7/24/07,4.492813142,never together,never
gr_ux,4200,Fission,gr,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.381,0.000,0.381,1/20/12,1/15/07,5.013004791,split apart,split
gr_uz,4185,Fission,gr,uz,13.2667,f,PHG,f,PHG,ff,same,0.0032,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.313,0.068,1/20/12,5/27/08,3.649555099,stayed together,stayed
gr_yp,4155,Fission,gr,yp,1.1000,f,PHG,f,PHG,ff,same,0.0003,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.933,0.553,1/20/12,2/23/11,0.906228611,stayed together,stayed
gy_o6,3990,Fission,gy,o6,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.583,0.144,0.439,4/26/12,11/21/09,2.428473648,split apart,split
gy_oa,3990,Fission,gy,oa,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.583,0.669,0.086,4/26/12,9/14/01,10.6146475,split apart,split
gy_ob,4005,Fission,gy,ob,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.583,0.436,0.147,4/26/12,7/11/08,3.79192334,split apart,split
gy_oo,4005,Fission,gy,oo,5.4667,f,PHG,f,YNT,ff,different,0.0014,0,Non-kin,PHG,PHG,PHG,YNT,0.583,0.648,0.065,4/26/12,4/8/07,5.051334702,split apart,split
gy_oy,4155,Fission,gy,oy,10.4667,f,PHG,f,PHG,ff,same,0.0025,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.030,0.553,4/26/12,4/6/07,5.056810404,stayed together,stayed
gy_qc,4200,Fission,gy,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,0.636,0.053,4/26/12,4/6/10,2.056125941,never together,never
gy_qn,4170,Fission,gy,qn,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,0.559,0.024,4/26/12,5/24/07,4.925393566,never together,never
gy_qp,4170,Fission,gy,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,0.395,0.188,4/26/12,1/23/06,6.255989049,never together,never
gy_qz,4170,Fission,gy,qz,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,0.711,0.128,4/26/12,6/22/11,0.845995893,never together,never
gy_tr,3990,Fission,gy,tr,0.0000,f,PHG,f,YNT,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.583,0.684,0.101,4/26/12,NA,NA,split apart,split
gy_ty,4140,Fission,gy,ty,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.399,0.184,4/26/12,8/6/09,2.721423682,stayed together,stayed
gy_ua,4185,Fission,gy,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,1.000,0.417,4/26/12,3/19/05,7.104722793,never together,never
gy_ug,4140,Fission,gy,ug,6.7833,f,PHG,f,PHG,ff,same,0.0016,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.197,0.386,4/26/12,10/27/08,3.496235455,stayed together,stayed
gy_uj,4110,Fission,gy,uj,0.7833,f,PHG,f,PHG,ff,same,0.0002,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.254,0.329,4/26/12,4/19/10,2.020533881,stayed together,stayed
gy_uk,4170,Fission,gy,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,0.067,0.516,4/26/12,2/26/09,3.162217659,never together,never
gy_un,4155,Fission,gy,un,2.0000,f,PHG,f,PHG,ff,same,0.0005,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.101,0.482,4/26/12,11/20/00,11.43052704,stayed together,stayed
gy_ur,4140,Fission,gy,ur,0.7167,f,PHG,f,PHG,ff,same,0.0002,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.484,0.099,4/26/12,8/3/02,9.730321697,stayed together,stayed
