Dyad,Obs.effort,period,id1,id2,Grooming,sex1,group1,sex2,group2,sex.combo,group.combo,groom.prop,rval,kincat2,start1,destination1,start2,destination2,avg.rank1,avg.rank2,RankDiff,dob1,dob2,agediff,outcome.long,outcome.short
o6_ua,1785,Stable,o6,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.144,1.000,0.856,11/21/09,3/19/05,4.676249144,briefly together,briefly
o6_ug,1740,Stable,o6,ug,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.144,0.197,0.053,11/21/09,10/27/08,1.067761807,split apart,split
o6_uj,1770,Stable,o6,uj,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.144,0.254,0.110,11/21/09,4/19/10,0.407939767,split apart,split
o6_uk,1785,Stable,o6,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.144,0.067,0.078,11/21/09,2/26/09,0.733744011,briefly together,briefly
o6_un,1770,Stable,o6,un,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.144,0.101,0.043,11/21/09,11/20/00,9.002053388,split apart,split
o6_ur,1755,Stable,o6,ur,0.1167,f,PHG,f,PHG,ff,same,6.64767331433998e-05,0,Non-kin,PHG,YNT,PHG,PHG,0.144,0.484,0.340,11/21/09,8/3/02,7.301848049,split apart,split
o6_ut,1785,Stable,o6,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.144,0.183,0.039,11/21/09,2/27/99,10.73237509,briefly together,briefly
o6_uv,1800,Stable,o6,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.144,0.822,0.677,11/21/09,7/24/07,2.32991102,briefly together,briefly
o6_ux,1755,Stable,o6,ux,4.7667,f,PHG,f,PHG,ff,same,0.0027,0,Non-kin,PHG,YNT,PHG,ENK,0.144,0.000,0.144,11/21/09,1/15/07,2.850102669,split apart,split
o6_uz,1770,Stable,o6,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.144,0.313,0.169,11/21/09,5/27/08,1.486652977,split apart,split
oa_ob,4320,Stable,oa,ob,11.7667,f,PHG,f,PHG,ff,same,0.0027,0.5,Mother-offspring,PHG,YNT,PHG,YNT,0.669,0.436,0.234,9/14/01,7/11/08,6.822724162,stayed together,stayed
oa_oo,4350,Stable,oa,oo,10.7833,f,PHG,f,PHG,ff,same,0.0025,0,Non-kin,PHG,YNT,PHG,YNT,0.669,0.648,0.021,9/14/01,4/8/07,5.563312799,stayed together,stayed
oa_oy,4290,Stable,oa,oy,0.2833,f,PHG,f,PHG,ff,same,6.6045066045066e-05,0.5,Mother-offspring,PHG,YNT,PHG,PHG,0.669,0.030,0.639,9/14/01,4/6/07,5.557837098,split apart,split
oa_qc,2115,Stable,oa,qc,0.6000,f,PHG,f,ENK,ff,different,0.0003,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.636,0.034,9/14/01,4/6/10,8.558521561,briefly together,briefly
oa_qn,4305,Stable,oa,qn,5.2000,f,PHG,f,ENK,ff,different,0.0012,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.559,0.111,9/14/01,5/24/07,5.689253936,briefly together,briefly
oa_qp,4230,Stable,oa,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.395,0.275,9/14/01,1/23/06,4.358658453,briefly together,briefly
oa_tr,4425,Stable,oa,tr,88.1000,f,PHG,f,PHG,ff,same,0.0199,0,Non-kin,PHG,YNT,PHG,YNT,0.669,0.684,0.014,9/14/01,NA,NA,stayed together,stayed
oa_ty,4290,Stable,oa,ty,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.399,0.270,9/14/01,8/6/09,7.893223819,split apart,split
oa_ua,4320,Stable,oa,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.669,1.000,0.331,9/14/01,3/19/05,3.509924709,briefly together,briefly
oa_ug,4380,Stable,oa,ug,6.2833,f,PHG,f,PHG,ff,same,0.0014,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.197,0.472,9/14/01,10/27/08,7.118412047,split apart,split
oa_uj,2985,Stable,oa,uj,1.4500,f,PHG,f,PHG,ff,same,0.0005,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.254,0.415,9/14/01,4/19/10,8.594113621,split apart,split
oa_uk,4170,Stable,oa,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.067,0.603,9/14/01,2/26/09,7.452429843,briefly together,briefly
oa_un,4365,Stable,oa,un,8.2833,f,PHG,f,PHG,ff,same,0.0019,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.101,0.568,9/14/01,11/20/00,0.815879535,split apart,split
oa_ur,4365,Stable,oa,ur,1.8500,f,PHG,f,PHG,ff,same,0.0004,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.484,0.185,9/14/01,8/3/02,0.884325804,split apart,split
oa_ut,4275,Stable,oa,ut,3.9500,f,PHG,f,ENK,ff,different,0.0009,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.183,0.486,9/14/01,2/27/99,2.546201232,briefly together,briefly
oa_uv,4320,Stable,oa,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.822,0.152,9/14/01,7/24/07,5.856262834,briefly together,briefly
oa_ux,4410,Stable,oa,ux,2.9667,f,PHG,f,PHG,ff,same,0.0007,0,Non-kin,PHG,YNT,PHG,ENK,0.669,0.000,0.669,9/14/01,1/15/07,5.336071184,split apart,split
oa_uz,4440,Stable,oa,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.313,0.356,9/14/01,5/27/08,6.699520876,split apart,split
ob_oo,4350,Stable,ob,oo,12.9167,f,PHG,f,PHG,ff,same,0.0030,0,Non-kin,PHG,YNT,PHG,YNT,0.436,0.648,0.212,7/11/08,4/8/07,1.259411362,stayed together,stayed
ob_oy,4290,Stable,ob,oy,0.0000,f,PHG,f,PHG,ff,same,0.0000,0.25,Sibling,PHG,YNT,PHG,PHG,0.436,0.030,0.406,7/11/08,4/6/07,1.264887064,split apart,split
ob_qc,2160,Stable,ob,qc,0.1167,f,PHG,f,ENK,ff,different,5.40123456790123e-05,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.636,0.200,7/11/08,4/6/10,1.735797399,briefly together,briefly
ob_qn,4305,Stable,ob,qn,3.8833,f,PHG,f,ENK,ff,different,0.0009,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.559,0.123,7/11/08,5/24/07,1.133470226,briefly together,briefly
ob_qp,4230,Stable,ob,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.395,0.041,7/11/08,1/23/06,2.464065708,briefly together,briefly
ob_tr,4425,Stable,ob,tr,4.6333,f,PHG,f,PHG,ff,same,0.0010,0,Non-kin,PHG,YNT,PHG,YNT,0.436,0.684,0.248,7/11/08,NA,NA,stayed together,stayed
ob_ty,4290,Stable,ob,ty,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.399,0.037,7/11/08,8/6/09,1.070499658,split apart,split
ob_ua,4320,Stable,ob,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,1.000,0.564,7/11/08,3/19/05,3.312799452,briefly together,briefly
ob_ug,4380,Stable,ob,ug,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.197,0.239,7/11/08,10/27/08,0.295687885,split apart,split
ob_uj,2970,Stable,ob,uj,0.2833,f,PHG,f,PHG,ff,same,9.53984287317621e-05,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.254,0.182,7/11/08,4/19/10,1.771389459,split apart,split
ob_uk,4170,Stable,ob,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.067,0.369,7/11/08,2/26/09,0.629705681,briefly together,briefly
ob_un,4365,Stable,ob,un,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.101,0.335,7/11/08,11/20/00,7.638603696,split apart,split
ob_ur,4365,Stable,ob,ur,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.484,0.049,7/11/08,8/3/02,5.938398357,split apart,split
ob_ut,4275,Stable,ob,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.183,0.253,7/11/08,2/27/99,9.368925394,briefly together,briefly
ob_uv,4320,Stable,ob,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.822,0.386,7/11/08,7/24/07,0.966461328,briefly together,briefly
ob_ux,4410,Stable,ob,ux,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,ENK,0.436,0.000,0.436,7/11/08,1/15/07,1.486652977,split apart,split
ob_uz,4440,Stable,ob,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.313,0.123,7/11/08,5/27/08,0.123203285,split apart,split
oo_oy,4320,Stable,oo,oy,0.9667,f,PHG,f,PHG,ff,same,0.0002,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.030,0.618,4/8/07,4/6/07,0.005475702,split apart,split
oo_qc,2130,Stable,oo,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.636,0.012,4/8/07,4/6/10,2.995208761,briefly together,briefly
oo_qn,4335,Stable,oo,qn,0.8667,f,PHG,f,ENK,ff,different,0.0002,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.559,0.089,4/8/07,5/24/07,0.125941136,briefly together,briefly
oo_qp,4260,Stable,oo,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.395,0.253,4/8/07,1/23/06,1.204654346,briefly together,briefly
oo_tr,4455,Stable,oo,tr,0.2833,f,PHG,f,PHG,ff,same,6.35989524878414e-05,0,Non-kin,PHG,YNT,PHG,YNT,0.648,0.684,0.035,4/8/07,NA,NA,stayed together,stayed
oo_ty,4320,Stable,oo,ty,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.399,0.249,4/8/07,8/6/09,2.32991102,split apart,split
oo_ua,4350,Stable,oo,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.648,1.000,0.352,4/8/07,3/19/05,2.05338809,briefly together,briefly
oo_ug,4410,Stable,oo,ug,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.197,0.451,4/8/07,10/27/08,1.555099247,split apart,split
oo_uj,3000,Stable,oo,uj,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.254,0.394,4/8/07,4/19/10,3.030800821,split apart,split
oo_uk,4200,Stable,oo,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.067,0.581,4/8/07,2/26/09,1.889117043,briefly together,briefly
oo_un,4395,Stable,oo,un,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.101,0.547,4/8/07,11/20/00,6.379192334,split apart,split
oo_ur,4395,Stable,oo,ur,0.0500,f,PHG,f,PHG,ff,same,1.13765642775882e-05,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.484,0.164,4/8/07,8/3/02,4.678986995,split apart,split
oo_ut,4305,Stable,oo,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.183,0.465,4/8/07,2/27/99,8.109514031,briefly together,briefly
oo_uv,4350,Stable,oo,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.822,0.173,4/8/07,7/24/07,0.292950034,briefly together,briefly
oo_ux,4440,Stable,oo,ux,2.8833,f,PHG,f,PHG,ff,same,0.0006,0,Non-kin,PHG,YNT,PHG,ENK,0.648,0.000,0.648,4/8/07,1/15/07,0.227241615,split apart,split
oo_uz,4470,Stable,oo,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.313,0.335,4/8/07,5/27/08,1.136208077,split apart,split
oy_qc,2130,Stable,oy,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.636,0.606,4/6/07,4/6/10,3.000684463,never together,never
oy_qn,4275,Stable,oy,qn,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.559,0.529,4/6/07,5/24/07,0.131416838,never together,never
oy_qp,4200,Stable,oy,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.395,0.364,4/6/07,1/23/06,1.199178645,never together,never
oy_tr,4395,Stable,oy,tr,3.9833,f,PHG,f,PHG,ff,same,0.0009,0,Non-kin,PHG,PHG,PHG,YNT,0.030,0.684,0.653,4/6/07,NA,NA,split apart,split
oy_ty,4260,Stable,oy,ty,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.399,0.369,4/6/07,8/6/09,2.335386721,stayed together,stayed
oy_ua,4290,Stable,oy,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,1.000,0.970,4/6/07,3/19/05,2.047912389,never together,never
oy_ug,4350,Stable,oy,ug,30.0000,f,PHG,f,PHG,ff,same,0.0069,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.197,0.167,4/6/07,10/27/08,1.560574949,stayed together,stayed
oy_uj,3000,Stable,oy,uj,0.5667,f,PHG,f,PHG,ff,same,0.0002,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.254,0.224,4/6/07,4/19/10,3.036276523,stayed together,stayed
oy_uk,4140,Stable,oy,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.067,0.036,4/6/07,2/26/09,1.894592745,never together,never
oy_un,4335,Stable,oy,un,1.4000,f,PHG,f,PHG,ff,same,0.0003,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.101,0.071,4/6/07,11/20/00,6.373716632,stayed together,stayed
oy_ur,4335,Stable,oy,ur,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.484,0.454,4/6/07,8/3/02,4.673511294,stayed together,stayed
oy_ut,4245,Stable,oy,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.183,0.153,4/6/07,2/27/99,8.10403833,never together,never
oy_uv,4290,Stable,oy,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.822,0.791,4/6/07,7/24/07,0.298425736,never together,never
oy_ux,4380,Stable,oy,ux,3.9000,f,PHG,f,PHG,ff,same,0.0009,0,Non-kin,PHG,PHG,PHG,ENK,0.030,0.000,0.030,4/6/07,1/15/07,0.221765914,split apart,split
oy_uz,4410,Stable,oy,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.313,0.283,4/6/07,5/27/08,1.141683778,stayed together,stayed
qc_qn,2205,Stable,qc,qn,12.7167,f,ENK,f,ENK,ff,same,0.0058,0.25,Sibling,ENK,ENK,ENK,ENK,0.636,0.559,0.077,4/6/10,5/24/07,2.869267625,stayed together,stayed
qc_qp,2175,Stable,qc,qp,14.5000,f,ENK,f,ENK,ff,same,0.0067,0.25,Sibling,ENK,ENK,ENK,ENK,0.636,0.395,0.241,4/6/10,1/23/06,4.199863107,stayed together,stayed
qc_tr,2175,Stable,qc,tr,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,YNT,0.636,0.684,0.048,4/6/10,NA,NA,briefly together,briefly
qc_ty,2145,Stable,qc,ty,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.399,0.237,4/6/10,8/6/09,0.665297741,never together,never
qc_ua,2190,Stable,qc,ua,33.3833,f,ENK,f,ENK,ff,same,0.0152,0,Non-kin,ENK,ENK,ENK,ENK,0.636,1.000,0.364,4/6/10,3/19/05,5.048596851,stayed together,stayed
qc_ug,2160,Stable,qc,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.197,0.439,4/6/10,10/27/08,1.440109514,never together,never
qc_uj,2175,Stable,qc,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.254,0.381,4/6/10,4/19/10,0.03559206,never together,never
qc_uk,2115,Stable,qc,uk,18.9167,f,ENK,f,ENK,ff,same,0.0089,0,Non-kin,ENK,ENK,ENK,ENK,0.636,0.067,0.569,4/6/10,2/26/09,1.106091718,stayed together,stayed
qc_un,2160,Stable,qc,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.101,0.535,4/6/10,11/20/00,9.374401095,never together,never
qc_ur,2175,Stable,qc,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.484,0.151,4/6/10,8/3/02,7.674195756,never together,never
qc_ut,2175,Stable,qc,ut,17.3833,f,ENK,f,ENK,ff,same,0.0080,0,Non-kin,ENK,ENK,ENK,ENK,0.636,0.183,0.453,4/6/10,2/27/99,11.10472279,stayed together,stayed
qc_uv,2220,Stable,qc,uv,23.9333,f,ENK,f,ENK,ff,same,0.0108,0,Non-kin,ENK,ENK,ENK,ENK,0.636,0.822,0.186,4/6/10,7/24/07,2.702258727,stayed together,stayed
qc_ux,2175,Stable,qc,ux,2.9833,f,ENK,f,PHG,ff,different,0.0014,0,Non-kin,ENK,ENK,PHG,ENK,0.636,0.000,0.636,4/6/10,1/15/07,3.222450376,stayed together,stayed
qc_uz,2235,Stable,qc,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.313,0.323,4/6/10,5/27/08,1.859000684,never together,never
qn_qp,4215,Stable,qn,qp,52.5333,f,ENK,f,ENK,ff,same,0.0125,0.25,Sibling,ENK,ENK,ENK,ENK,0.559,0.395,0.164,5/24/07,1/23/06,1.330595483,stayed together,stayed
qn_tr,4410,Stable,qn,tr,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,YNT,0.559,0.684,0.125,5/24/07,NA,NA,briefly together,briefly
qn_ty,4275,Stable,qn,ty,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.399,0.160,5/24/07,8/6/09,2.203969884,never together,never
qn_ua,4305,Stable,qn,ua,25.7167,f,ENK,f,ENK,ff,same,0.0060,0,Non-kin,ENK,ENK,ENK,ENK,0.559,1.000,0.441,5/24/07,3/19/05,2.179329227,stayed together,stayed
qn_ug,4365,Stable,qn,ug,2.9500,f,ENK,f,PHG,ff,different,0.0007,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.197,0.362,5/24/07,10/27/08,1.429158111,never together,never
qn_uj,2985,Stable,qn,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.254,0.305,5/24/07,4/19/10,2.904859685,never together,never
qn_uk,4155,Stable,qn,uk,23.3000,f,ENK,f,ENK,ff,same,0.0056,0,Non-kin,ENK,ENK,ENK,ENK,0.559,0.067,0.492,5/24/07,2/26/09,1.763175907,stayed together,stayed
qn_un,4350,Stable,qn,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.101,0.458,5/24/07,11/20/00,6.50513347,never together,never
qn_ur,4350,Stable,qn,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.484,0.074,5/24/07,8/3/02,4.804928131,never together,never
qn_ut,4260,Stable,qn,ut,53.8667,f,ENK,f,ENK,ff,same,0.0126,0,Non-kin,ENK,ENK,ENK,ENK,0.559,0.183,0.376,5/24/07,2/27/99,8.235455168,stayed together,stayed
qn_uv,4305,Stable,qn,uv,77.0000,f,ENK,f,ENK,ff,same,0.0179,0,Non-kin,ENK,ENK,ENK,ENK,0.559,0.822,0.263,5/24/07,7/24/07,0.167008898,stayed together,stayed
qn_ux,4395,Stable,qn,ux,9.6833,f,ENK,f,PHG,ff,different,0.0022,0,Non-kin,ENK,ENK,PHG,ENK,0.559,0.000,0.559,5/24/07,1/15/07,0.353182752,stayed together,stayed
qn_uz,4425,Stable,qn,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.313,0.246,5/24/07,5/27/08,1.01026694,never together,never
qp_tr,4335,Stable,qp,tr,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,YNT,0.395,0.684,0.289,1/23/06,NA,NA,briefly together,briefly
qp_ty,4200,Stable,qp,ty,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.399,0.004,1/23/06,8/6/09,3.534565366,never together,never
qp_ua,4230,Stable,qp,ua,14.6833,f,ENK,f,ENK,ff,same,0.0035,0,Non-kin,ENK,ENK,ENK,ENK,0.395,1.000,0.605,1/23/06,3/19/05,0.848733744,stayed together,stayed
qp_ug,4290,Stable,qp,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.197,0.198,1/23/06,10/27/08,2.759753593,never together,never
qp_uj,2925,Stable,qp,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.254,0.140,1/23/06,4/19/10,4.235455168,never together,never
qp_uk,4080,Stable,qp,uk,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,ENK,ENK,0.395,0.067,0.328,1/23/06,2/26/09,3.093771389,stayed together,stayed
qp_un,4275,Stable,qp,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.101,0.294,1/23/06,11/20/00,5.174537988,never together,never
qp_ur,4275,Stable,qp,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.484,0.090,1/23/06,8/3/02,3.474332649,never together,never
qp_ut,4185,Stable,qp,ut,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,ENK,ENK,0.395,0.183,0.212,1/23/06,2/27/99,6.904859685,stayed together,stayed
qp_uv,4230,Stable,qp,uv,18.3833,f,ENK,f,ENK,ff,same,0.0043,0,Non-kin,ENK,ENK,ENK,ENK,0.395,0.822,0.427,1/23/06,7/24/07,1.497604381,stayed together,stayed
qp_ux,4320,Stable,qp,ux,10.8333,f,ENK,f,PHG,ff,different,0.0025,0,Non-kin,ENK,ENK,PHG,ENK,0.395,0.000,0.395,1/23/06,1/15/07,0.977412731,stayed together,stayed
qp_uz,4350,Stable,qp,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.313,0.082,1/23/06,5/27/08,2.340862423,never together,never
tr_ty,4395,Stable,tr,ty,15.5000,f,PHG,f,PHG,ff,same,0.0035,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.399,0.285,NA,8/6/09,NA,split apart,split
tr_ua,4425,Stable,tr,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.684,1.000,0.316,NA,3/19/05,NA,briefly together,briefly
tr_ug,4485,Stable,tr,ug,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.197,0.486,NA,10/27/08,NA,split apart,split
tr_uj,3060,Stable,tr,uj,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.254,0.429,NA,4/19/10,NA,split apart,split
tr_uk,4275,Stable,tr,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.684,0.067,0.617,NA,2/26/09,NA,briefly together,briefly
tr_un,4470,Stable,tr,un,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.101,0.583,NA,11/20/00,NA,split apart,split
tr_ur,4470,Stable,tr,ur,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.484,0.199,NA,8/3/02,NA,split apart,split
tr_ut,4380,Stable,tr,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.684,0.183,0.501,NA,2/27/99,NA,briefly together,briefly
tr_uv,4425,Stable,tr,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.684,0.822,0.138,NA,7/24/07,NA,briefly together,briefly
tr_ux,4515,Stable,tr,ux,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,ENK,0.684,0.000,0.684,NA,1/15/07,NA,split apart,split
tr_uz,4545,Stable,tr,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.313,0.370,NA,5/27/08,NA,split apart,split
ty_ua,4290,Stable,ty,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.399,1.000,0.601,8/6/09,3/19/05,4.38329911,never together,never
ty_ug,4350,Stable,ty,ug,27.0833,f,PHG,f,PHG,ff,same,0.0062,0,Non-kin,PHG,PHG,PHG,PHG,0.399,0.197,0.202,8/6/09,10/27/08,0.774811773,stayed together,stayed
ty_uj,2970,Stable,ty,uj,1.0333,f,PHG,f,PHG,ff,same,0.0003,0,Non-kin,PHG,PHG,PHG,PHG,0.399,0.254,0.145,8/6/09,4/19/10,0.700889802,stayed together,stayed
ty_uk,4140,Stable,ty,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.399,0.067,0.332,8/6/09,2/26/09,0.440793977,never together,never
