Dyad,Obs.effort,period,id1,id2,Grooming,sex1,group1,sex2,group2,sex.combo,group.combo,groom.prop,Male.Rank,Fem.Rank,RankDiff,s1,d1,s2,d2,outcome,,
qp_ub,1455,Fission,qp,ub,0.000,f,ENK,m,PHG,fm,different,0.0000,0.023,0.395,0.372,ENK,ENK,PHG,PHG,never together,,
qp_um,870,Dispersal 2,qp,um,0.000,f,ENK,m,PHG,fm,different,0.0000,0.151,0.395,0.244,ENK,ENK,PHG,PHG,never together,,
qp_um,2100,Fission,qp,um,0.000,f,ENK,m,PHG,fm,different,0.0000,0.151,0.395,0.244,ENK,ENK,PHG,PHG,never together,,
qp_xc,1485,Stable,qp,xc,0.000,f,ENK,m,PHG,fm,different,0.0000,0.051,0.395,0.344,ENK,ENK,PHG,PHG,never together,,
qp_xc,1665,Dispersal 1,qp,xc,0.000,f,ENK,m,PHG,fm,different,0.0000,0.051,0.395,0.344,ENK,ENK,PHG,PHG,never together,,
qp_xh,705,Dispersal 2,qp,xh,0.000,f,ENK,m,PHG,fm,different,0.0000,0.168,0.395,0.227,ENK,ENK,PHG,ENK,stayed together,,
qp_xh,2460,Fission,qp,xh,0.067,f,ENK,m,PHG,fm,different,2.710027100271e-05,0.168,0.395,0.227,ENK,ENK,PHG,ENK,stayed together,,
qz_s1,930,Dispersal 2,qz,s1,0.000,f,ENK,m,ENK,fm,same,0.0000,0.217,0.711,0.494,ENK,ENK,ENK,ENK,stayed together,,
qz_s1,2550,Fission,qz,s1,0.000,f,ENK,m,ENK,fm,same,0.0000,0.217,0.711,0.494,ENK,ENK,ENK,ENK,stayed together,,
qz_sn,975,Dispersal 2,qz,sn,0.000,f,ENK,m,PHG,fm,different,0.0000,0.547,0.711,0.164,ENK,ENK,ENK,PHG,never together,,
qz_sn,2505,Fission,qz,sn,0.000,f,ENK,m,PHG,fm,different,0.0000,0.547,0.711,0.164,ENK,ENK,ENK,PHG,never together,,
qz_tp,930,Dispersal 2,qz,tp,0.000,f,ENK,m,ENK,fm,same,0.0000,0.677,0.711,0.033,ENK,ENK,ENK,YNT,briefly together,,
qz_tp,2550,Fission,qz,tp,0.000,f,ENK,m,ENK,fm,same,0.0000,0.677,0.711,0.033,ENK,ENK,ENK,YNT,briefly together,,
qz_ub,345,Dispersal 2,qz,ub,0.000,f,ENK,m,PHG,fm,different,0.0000,0.023,0.711,0.688,ENK,ENK,PHG,PHG,never together,,
qz_ub,1455,Fission,qz,ub,0.000,f,ENK,m,PHG,fm,different,0.0000,0.023,0.711,0.688,ENK,ENK,PHG,PHG,never together,,
qz_um,510,Dispersal 2,qz,um,0.000,f,ENK,m,PHG,fm,different,0.0000,0.151,0.711,0.560,ENK,ENK,PHG,PHG,never together,,
qz_um,2100,Fission,qz,um,0.000,f,ENK,m,PHG,fm,different,0.0000,0.151,0.711,0.560,ENK,ENK,PHG,PHG,never together,,
qz_xh,510,Dispersal 2,qz,xh,0.000,f,ENK,m,PHG,fm,different,0.0000,0.168,0.711,0.543,ENK,ENK,PHG,ENK,stayed together,,
qz_xh,2460,Fission,qz,xh,0.000,f,ENK,m,PHG,fm,different,0.0000,0.168,0.711,0.543,ENK,ENK,PHG,ENK,stayed together,,
s1_tr,1500,Dispersal 2,s1,tr,0.000,m,ENK,f,ENK,fm,same,0.0000,0.217,0.684,0.467,ENK,ENK,PHG,YNT,briefly together,,
s1_tr,1770,Dispersal 1,s1,tr,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.684,0.467,ENK,ENK,PHG,YNT,briefly together,,
s1_tr,2370,Fission,s1,tr,0.000,m,ENK,f,YNT,fm,different,0.0000,0.217,0.684,0.467,ENK,ENK,PHG,YNT,briefly together,,
s1_tr,3645,Stable,s1,tr,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.684,0.467,ENK,ENK,PHG,YNT,briefly together,,
s1_ty,1515,Dispersal 2,s1,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.399,0.182,ENK,ENK,PHG,PHG,never together,,
s1_ty,1725,Dispersal 1,s1,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.399,0.182,ENK,ENK,PHG,PHG,never together,,
s1_ty,2520,Fission,s1,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.399,0.182,ENK,ENK,PHG,PHG,never together,,
s1_ty,3510,Stable,s1,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.399,0.182,ENK,ENK,PHG,PHG,never together,,
s1_ua,1530,Dispersal 2,s1,ua,11.667,m,ENK,f,ENK,fm,same,0.0076,0.217,1.000,0.783,ENK,ENK,ENK,ENK,stayed together,,
s1_ua,1695,Dispersal 1,s1,ua,27.300,m,ENK,f,ENK,fm,same,0.0161,0.217,1.000,0.783,ENK,ENK,ENK,ENK,stayed together,,
s1_ua,2565,Fission,s1,ua,1.633,m,ENK,f,ENK,fm,same,0.0006,0.217,1.000,0.783,ENK,ENK,ENK,ENK,stayed together,,
s1_ua,3540,Stable,s1,ua,38.050,m,ENK,f,ENK,fm,same,0.0107,0.217,1.000,0.783,ENK,ENK,ENK,ENK,stayed together,,
s1_ug,1500,Dispersal 2,s1,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.197,0.020,ENK,ENK,PHG,PHG,never together,,
s1_ug,1800,Dispersal 1,s1,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.197,0.020,ENK,ENK,PHG,PHG,never together,,
s1_ug,2520,Fission,s1,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.197,0.020,ENK,ENK,PHG,PHG,never together,,
s1_ug,3600,Stable,s1,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.197,0.020,ENK,ENK,PHG,PHG,never together,,
s1_uj,1560,Dispersal 2,s1,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.254,0.038,ENK,ENK,PHG,PHG,never together,,
s1_uj,1770,Dispersal 1,s1,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.254,0.038,ENK,ENK,PHG,PHG,never together,,
s1_uj,2460,Stable,s1,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.254,0.038,ENK,ENK,PHG,PHG,never together,,
s1_uj,2490,Fission,s1,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.254,0.038,ENK,ENK,PHG,PHG,never together,,
s1_uk,1545,Dispersal 2,s1,uk,0.000,m,ENK,f,ENK,fm,same,0.0000,0.217,0.067,0.150,ENK,ENK,ENK,ENK,stayed together,,
s1_uk,1755,Dispersal 1,s1,uk,0.000,m,ENK,f,ENK,fm,same,0.0000,0.217,0.067,0.150,ENK,ENK,ENK,ENK,stayed together,,
s1_uk,2550,Fission,s1,uk,0.000,m,ENK,f,ENK,fm,same,0.0000,0.217,0.067,0.150,ENK,ENK,ENK,ENK,stayed together,,
s1_uk,3390,Stable,s1,uk,13.383,m,ENK,f,ENK,fm,same,0.0039,0.217,0.067,0.150,ENK,ENK,ENK,ENK,stayed together,,
s1_un,1515,Dispersal 2,s1,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.101,0.116,ENK,ENK,PHG,PHG,never together,,
s1_un,1725,Dispersal 1,s1,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.101,0.116,ENK,ENK,PHG,PHG,never together,,
s1_un,2535,Fission,s1,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.101,0.116,ENK,ENK,PHG,PHG,never together,,
s1_un,3585,Stable,s1,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.101,0.116,ENK,ENK,PHG,PHG,never together,,
s1_ur,1545,Dispersal 2,s1,ur,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.484,0.268,ENK,ENK,PHG,PHG,never together,,
s1_ur,1770,Dispersal 1,s1,ur,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.484,0.268,ENK,ENK,PHG,PHG,never together,,
s1_ur,2520,Fission,s1,ur,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.484,0.268,ENK,ENK,PHG,PHG,never together,,
s1_ur,3585,Stable,s1,ur,1.733,m,ENK,f,PHG,fm,different,0.0005,0.217,0.484,0.268,ENK,ENK,PHG,PHG,never together,,
s1_ut,1530,Dispersal 2,s1,ut,0.000,m,ENK,f,ENK,fm,same,0.0000,0.217,0.183,0.034,ENK,ENK,ENK,ENK,stayed together,,
s1_ut,1695,Dispersal 1,s1,ut,0.000,m,ENK,f,ENK,fm,same,0.0000,0.217,0.183,0.034,ENK,ENK,ENK,ENK,stayed together,,
s1_ut,2565,Fission,s1,ut,15.417,m,ENK,f,ENK,fm,same,0.0060,0.217,0.183,0.034,ENK,ENK,ENK,ENK,stayed together,,
s1_ut,3495,Stable,s1,ut,85.917,m,ENK,f,ENK,fm,same,0.0246,0.217,0.183,0.034,ENK,ENK,ENK,ENK,stayed together,,
s1_uv,1560,Dispersal 2,s1,uv,0.217,m,ENK,f,ENK,fm,same,0.0001,0.217,0.822,0.605,ENK,ENK,ENK,ENK,stayed together,,
s1_uv,1710,Dispersal 1,s1,uv,2.800,m,ENK,f,ENK,fm,same,0.0016,0.217,0.822,0.605,ENK,ENK,ENK,ENK,stayed together,,
s1_uv,2535,Fission,s1,uv,6.600,m,ENK,f,ENK,fm,same,0.0026,0.217,0.822,0.605,ENK,ENK,ENK,ENK,stayed together,,
s1_uv,3540,Stable,s1,uv,41.183,m,ENK,f,ENK,fm,same,0.0116,0.217,0.822,0.605,ENK,ENK,ENK,ENK,stayed together,,
s1_ux,1530,Dispersal 2,s1,ux,0.000,m,ENK,f,ENK,fm,same,0.0000,0.217,0.000,0.217,ENK,ENK,PHG,ENK,stayed together,,
s1_ux,1755,Dispersal 1,s1,ux,11.933,m,ENK,f,ENK,fm,same,0.0068,0.217,0.000,0.217,ENK,ENK,PHG,ENK,stayed together,,
s1_ux,2535,Fission,s1,ux,0.000,m,ENK,f,ENK,fm,same,0.0000,0.217,0.000,0.217,ENK,ENK,PHG,ENK,stayed together,,
s1_ux,3630,Stable,s1,ux,19.200,m,ENK,f,PHG,fm,different,0.0053,0.217,0.000,0.217,ENK,ENK,PHG,ENK,stayed together,,
s1_uz,1575,Dispersal 2,s1,uz,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.313,0.096,ENK,ENK,PHG,PHG,never together,,
s1_uz,1755,Dispersal 1,s1,uz,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.313,0.096,ENK,ENK,PHG,PHG,never together,,
s1_uz,2520,Fission,s1,uz,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.313,0.096,ENK,ENK,PHG,PHG,never together,,
s1_uz,3660,Stable,s1,uz,12.133,m,ENK,f,PHG,fm,different,0.0033,0.217,0.313,0.096,ENK,ENK,PHG,PHG,never together,,
s1_yp,1530,Dispersal 2,s1,yp,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.933,0.717,ENK,ENK,PHG,PHG,never together,,
s1_yp,1695,Dispersal 1,s1,yp,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.933,0.717,ENK,ENK,PHG,PHG,never together,,
s1_yp,2505,Fission,s1,yp,0.000,m,ENK,f,PHG,fm,different,0.0000,0.217,0.933,0.717,ENK,ENK,PHG,PHG,never together,,
s3_tr,1740,Stable,s3,tr,0.000,m,ENK,f,PHG,fm,different,0.0000,0.207,0.684,0.476,ENK,ENK,PHG,YNT,briefly together,,
s3_ty,1635,Stable,s3,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.207,0.399,0.192,ENK,ENK,PHG,PHG,never together,,
s3_ua,1620,Stable,s3,ua,0.000,m,ENK,f,ENK,fm,same,0.0000,0.207,1.000,0.793,ENK,ENK,ENK,ENK,stayed together,,
s3_ug,1710,Stable,s3,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.207,0.197,0.010,ENK,ENK,PHG,PHG,never together,,
s3_uk,1545,Stable,s3,uk,0.400,m,ENK,f,ENK,fm,same,0.0003,0.207,0.067,0.140,ENK,ENK,ENK,ENK,stayed together,,
s3_un,1695,Stable,s3,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.207,0.101,0.106,ENK,ENK,PHG,PHG,never together,,
s3_ur,1680,Stable,s3,ur,0.000,m,ENK,f,PHG,fm,different,0.0000,0.207,0.484,0.277,ENK,ENK,PHG,PHG,never together,,
s3_ut,1590,Stable,s3,ut,10.233,m,ENK,f,ENK,fm,same,0.0064,0.207,0.183,0.024,ENK,ENK,ENK,ENK,stayed together,,
s3_uv,1590,Stable,s3,uv,0.000,m,ENK,f,ENK,fm,same,0.0000,0.207,0.822,0.614,ENK,ENK,ENK,ENK,stayed together,,
s3_ux,1725,Stable,s3,ux,0.000,m,ENK,f,PHG,fm,different,0.0000,0.207,0.000,0.207,ENK,ENK,PHG,ENK,stayed together,,
s3_uz,1695,Stable,s3,uz,0.000,m,ENK,f,PHG,fm,different,0.0000,0.207,0.313,0.106,ENK,ENK,PHG,PHG,never together,,
sn_tr,1515,Dispersal 2,sn,tr,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,0.684,0.137,ENK,PHG,PHG,YNT,split apart,,
sn_tr,1680,Dispersal 1,sn,tr,20.817,m,PHG,f,PHG,fm,same,0.0124,0.547,0.684,0.137,ENK,PHG,PHG,YNT,split apart,,
sn_tr,2325,Fission,sn,tr,20.150,m,PHG,f,YNT,fm,different,0.0087,0.547,0.684,0.137,ENK,PHG,PHG,YNT,split apart,,
sn_tr,3645,Stable,sn,tr,0.000,m,ENK,f,PHG,fm,different,0.0000,0.547,0.684,0.137,ENK,PHG,PHG,YNT,split apart,,
sn_ty,1530,Dispersal 2,sn,ty,13.417,m,PHG,f,PHG,fm,same,0.0088,0.547,0.399,0.148,ENK,PHG,PHG,PHG,stayed together,,
sn_ty,1635,Dispersal 1,sn,ty,23.917,m,PHG,f,PHG,fm,same,0.0146,0.547,0.399,0.148,ENK,PHG,PHG,PHG,stayed together,,
sn_ty,2475,Fission,sn,ty,10.250,m,PHG,f,PHG,fm,same,0.0041,0.547,0.399,0.148,ENK,PHG,PHG,PHG,stayed together,,
sn_ty,3510,Stable,sn,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.547,0.399,0.148,ENK,PHG,PHG,PHG,stayed together,,
sn_ua,1545,Dispersal 2,sn,ua,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,1.000,0.453,ENK,PHG,ENK,ENK,never together,,
sn_ua,1605,Dispersal 1,sn,ua,13.917,m,PHG,f,ENK,fm,different,0.0087,0.547,1.000,0.453,ENK,PHG,ENK,ENK,never together,,
sn_ua,2520,Fission,sn,ua,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,1.000,0.453,ENK,PHG,ENK,ENK,never together,,
sn_ua,3540,Stable,sn,ua,10.150,m,ENK,f,ENK,fm,same,0.0029,0.547,1.000,0.453,ENK,PHG,ENK,ENK,never together,,
sn_ug,1515,Dispersal 2,sn,ug,0.000,m,PHG,f,PHG,fm,same,0.0000,0.547,0.197,0.349,ENK,PHG,PHG,PHG,stayed together,,
sn_ug,1710,Dispersal 1,sn,ug,21.250,m,PHG,f,PHG,fm,same,0.0124,0.547,0.197,0.349,ENK,PHG,PHG,PHG,stayed together,,
sn_ug,2460,Fission,sn,ug,12.817,m,PHG,f,PHG,fm,same,0.0052,0.547,0.197,0.349,ENK,PHG,PHG,PHG,stayed together,,
sn_ug,3600,Stable,sn,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.547,0.197,0.349,ENK,PHG,PHG,PHG,stayed together,,
sn_uj,1575,Dispersal 2,sn,uj,17.883,m,PHG,f,PHG,fm,same,0.0114,0.547,0.254,0.292,ENK,PHG,PHG,PHG,stayed together,,
sn_uj,1680,Dispersal 1,sn,uj,5.767,m,PHG,f,PHG,fm,same,0.0034,0.547,0.254,0.292,ENK,PHG,PHG,PHG,stayed together,,
sn_uj,2415,Stable,sn,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.547,0.254,0.292,ENK,PHG,PHG,PHG,stayed together,,
sn_uj,2445,Fission,sn,uj,0.283,m,PHG,f,PHG,fm,same,0.0001,0.547,0.254,0.292,ENK,PHG,PHG,PHG,stayed together,,
sn_uk,1560,Dispersal 2,sn,uk,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,0.067,0.480,ENK,PHG,ENK,ENK,never together,,
sn_uk,1665,Dispersal 1,sn,uk,29.050,m,PHG,f,ENK,fm,different,0.0174,0.547,0.067,0.480,ENK,PHG,ENK,ENK,never together,,
sn_uk,2505,Fission,sn,uk,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,0.067,0.480,ENK,PHG,ENK,ENK,never together,,
sn_uk,3390,Stable,sn,uk,18.233,m,ENK,f,ENK,fm,same,0.0054,0.547,0.067,0.480,ENK,PHG,ENK,ENK,never together,,
sn_un,1530,Dispersal 2,sn,un,0.000,m,PHG,f,PHG,fm,same,0.0000,0.547,0.101,0.446,ENK,PHG,PHG,PHG,stayed together,,
sn_un,1635,Dispersal 1,sn,un,0.000,m,PHG,f,PHG,fm,same,0.0000,0.547,0.101,0.446,ENK,PHG,PHG,PHG,stayed together,,
sn_un,2475,Fission,sn,un,0.000,m,PHG,f,PHG,fm,same,0.0000,0.547,0.101,0.446,ENK,PHG,PHG,PHG,stayed together,,
sn_un,3585,Stable,sn,un,2.100,m,ENK,f,PHG,fm,different,0.0006,0.547,0.101,0.446,ENK,PHG,PHG,PHG,stayed together,,
sn_ur,1560,Dispersal 2,sn,ur,0.000,m,PHG,f,PHG,fm,same,0.0000,0.547,0.484,0.062,ENK,PHG,PHG,PHG,stayed together,,
sn_ur,1680,Dispersal 1,sn,ur,0.000,m,PHG,f,PHG,fm,same,0.0000,0.547,0.484,0.062,ENK,PHG,PHG,PHG,stayed together,,
sn_ur,2460,Fission,sn,ur,0.000,m,PHG,f,PHG,fm,same,0.0000,0.547,0.484,0.062,ENK,PHG,PHG,PHG,stayed together,,
sn_ur,3585,Stable,sn,ur,0.000,m,ENK,f,PHG,fm,different,0.0000,0.547,0.484,0.062,ENK,PHG,PHG,PHG,stayed together,,
sn_ut,1545,Dispersal 2,sn,ut,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,0.183,0.364,ENK,PHG,ENK,ENK,never together,,
sn_ut,1605,Dispersal 1,sn,ut,16.567,m,PHG,f,ENK,fm,different,0.0103,0.547,0.183,0.364,ENK,PHG,ENK,ENK,never together,,
sn_ut,2520,Fission,sn,ut,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,0.183,0.364,ENK,PHG,ENK,ENK,never together,,
sn_ut,3495,Stable,sn,ut,5.150,m,ENK,f,ENK,fm,same,0.0015,0.547,0.183,0.364,ENK,PHG,ENK,ENK,never together,,
sn_uv,1575,Dispersal 2,sn,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,0.822,0.275,ENK,PHG,ENK,ENK,never together,,
sn_uv,1620,Dispersal 1,sn,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,0.822,0.275,ENK,PHG,ENK,ENK,never together,,
sn_uv,2490,Fission,sn,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,0.822,0.275,ENK,PHG,ENK,ENK,never together,,
sn_uv,3540,Stable,sn,uv,0.000,m,ENK,f,ENK,fm,same,0.0000,0.547,0.822,0.275,ENK,PHG,ENK,ENK,never together,,
sn_ux,1545,Dispersal 2,sn,ux,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,0.000,0.547,ENK,PHG,PHG,ENK,split apart,,
sn_ux,1665,Dispersal 1,sn,ux,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,0.000,0.547,ENK,PHG,PHG,ENK,split apart,,
sn_ux,2490,Fission,sn,ux,0.000,m,PHG,f,ENK,fm,different,0.0000,0.547,0.000,0.547,ENK,PHG,PHG,ENK,split apart,,
sn_ux,3630,Stable,sn,ux,0.000,m,ENK,f,PHG,fm,different,0.0000,0.547,0.000,0.547,ENK,PHG,PHG,ENK,split apart,,
sn_uz,1590,Dispersal 2,sn,uz,8.833,m,PHG,f,PHG,fm,same,0.0056,0.547,0.313,0.233,ENK,PHG,PHG,PHG,stayed together,,
sn_uz,1665,Dispersal 1,sn,uz,24.267,m,PHG,f,PHG,fm,same,0.0146,0.547,0.313,0.233,ENK,PHG,PHG,PHG,stayed together,,
sn_uz,2460,Fission,sn,uz,24.433,m,PHG,f,PHG,fm,same,0.0099,0.547,0.313,0.233,ENK,PHG,PHG,PHG,stayed together,,
sn_uz,3660,Stable,sn,uz,0.000,m,ENK,f,PHG,fm,different,0.0000,0.547,0.313,0.233,ENK,PHG,PHG,PHG,stayed together,,
sn_yp,1545,Dispersal 2,sn,yp,0.000,m,PHG,f,PHG,fm,same,0.0000,0.547,0.933,0.387,ENK,PHG,PHG,PHG,stayed together,,
sn_yp,1605,Dispersal 1,sn,yp,0.000,m,PHG,f,PHG,fm,same,0.0000,0.547,0.933,0.387,ENK,PHG,PHG,PHG,stayed together,,
sn_yp,2460,Fission,sn,yp,0.000,m,PHG,f,PHG,fm,same,0.0000,0.547,0.933,0.387,ENK,PHG,PHG,PHG,stayed together,,
tp_tr,1485,Dispersal 2,tp,tr,0.000,m,ENK,f,ENK,fm,same,0.0000,0.677,0.684,0.006,ENK,YNT,PHG,YNT,stayed together,,
tp_tr,1755,Dispersal 1,tp,tr,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.684,0.006,ENK,YNT,PHG,YNT,stayed together,,
tp_tr,2370,Fission,tp,tr,21.917,m,ENK,f,YNT,fm,different,0.0092,0.677,0.684,0.006,ENK,YNT,PHG,YNT,stayed together,,
tp_tr,3615,Stable,tp,tr,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.684,0.006,ENK,YNT,PHG,YNT,stayed together,,
tp_ty,1500,Dispersal 2,tp,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.399,0.278,ENK,YNT,PHG,PHG,split apart,,
tp_ty,1710,Dispersal 1,tp,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.399,0.278,ENK,YNT,PHG,PHG,split apart,,
tp_ty,2520,Fission,tp,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.399,0.278,ENK,YNT,PHG,PHG,split apart,,
tp_ty,3480,Stable,tp,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.399,0.278,ENK,YNT,PHG,PHG,split apart,,
tp_ua,1515,Dispersal 2,tp,ua,0.000,m,ENK,f,ENK,fm,same,0.0000,0.677,1.000,0.323,ENK,YNT,ENK,ENK,briefly together,,
tp_ua,1680,Dispersal 1,tp,ua,0.550,m,ENK,f,ENK,fm,same,0.0003,0.677,1.000,0.323,ENK,YNT,ENK,ENK,briefly together,,
tp_ua,2565,Fission,tp,ua,33.350,m,ENK,f,ENK,fm,same,0.0130,0.677,1.000,0.323,ENK,YNT,ENK,ENK,briefly together,,
tp_ua,3510,Stable,tp,ua,43.367,m,ENK,f,ENK,fm,same,0.0124,0.677,1.000,0.323,ENK,YNT,ENK,ENK,briefly together,,
tp_ug,1485,Dispersal 2,tp,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.197,0.480,ENK,YNT,PHG,PHG,split apart,,
tp_ug,1785,Dispersal 1,tp,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.197,0.480,ENK,YNT,PHG,PHG,split apart,,
tp_ug,2520,Fission,tp,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.197,0.480,ENK,YNT,PHG,PHG,split apart,,
tp_ug,3570,Stable,tp,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.197,0.480,ENK,YNT,PHG,PHG,split apart,,
tp_uj,1545,Dispersal 2,tp,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.254,0.423,ENK,YNT,PHG,PHG,split apart,,
tp_uj,1755,Dispersal 1,tp,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.254,0.423,ENK,YNT,PHG,PHG,split apart,,
tp_uj,2430,Stable,tp,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.254,0.423,ENK,YNT,PHG,PHG,split apart,,
tp_uj,2490,Fission,tp,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.254,0.423,ENK,YNT,PHG,PHG,split apart,,
tp_uk,1530,Dispersal 2,tp,uk,0.000,m,ENK,f,ENK,fm,same,0.0000,0.677,0.067,0.611,ENK,YNT,ENK,ENK,briefly together,,
tp_uk,1740,Dispersal 1,tp,uk,0.533,m,ENK,f,ENK,fm,same,0.0003,0.677,0.067,0.611,ENK,YNT,ENK,ENK,briefly together,,
tp_uk,2550,Fission,tp,uk,0.000,m,ENK,f,ENK,fm,same,0.0000,0.677,0.067,0.611,ENK,YNT,ENK,ENK,briefly together,,
tp_uk,3360,Stable,tp,uk,19.683,m,ENK,f,ENK,fm,same,0.0059,0.677,0.067,0.611,ENK,YNT,ENK,ENK,briefly together,,
tp_un,1500,Dispersal 2,tp,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.101,0.576,ENK,YNT,PHG,PHG,split apart,,
tp_un,1710,Dispersal 1,tp,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.101,0.576,ENK,YNT,PHG,PHG,split apart,,
tp_un,2535,Fission,tp,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.101,0.576,ENK,YNT,PHG,PHG,split apart,,
tp_un,3555,Stable,tp,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.101,0.576,ENK,YNT,PHG,PHG,split apart,,
tp_ur,1530,Dispersal 2,tp,ur,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.484,0.193,ENK,YNT,PHG,PHG,split apart,,
tp_ur,1755,Dispersal 1,tp,ur,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.484,0.193,ENK,YNT,PHG,PHG,split apart,,
tp_ur,2520,Fission,tp,ur,0.000,m,ENK,f,PHG,fm,different,0.0000,0.677,0.484,0.193,ENK,YNT,PHG,PHG,split apart,,
tp_ur,3555,Stable,tp,ur,6.583,m,ENK,f,PHG,fm,different,0.0019,0.677,0.484,0.193,ENK,YNT,PHG,PHG,split apart,,
tp_ut,1515,Dispersal 2,tp,ut,0.000,m,ENK,f,ENK,fm,same,0.0000,0.677,0.183,0.494,ENK,YNT,ENK,ENK,briefly together,,
tp_ut,1680,Dispersal 1,tp,ut,1.000,m,ENK,f,ENK,fm,same,0.0006,0.677,0.183,0.494,ENK,YNT,ENK,ENK,briefly together,,
tp_ut,2565,Fission,tp,ut,3.333,m,ENK,f,ENK,fm,same,0.0013,0.677,0.183,0.494,ENK,YNT,ENK,ENK,briefly together,,
tp_ut,3465,Stable,tp,ut,28.667,m,ENK,f,ENK,fm,same,0.0083,0.677,0.183,0.494,ENK,YNT,ENK,ENK,briefly together,,
tp_uv,1545,Dispersal 2,tp,uv,20.817,m,ENK,f,ENK,fm,same,0.0135,0.677,0.822,0.144,ENK,YNT,ENK,ENK,briefly together,,
tp_uv,1695,Dispersal 1,tp,uv,36.217,m,ENK,f,ENK,fm,same,0.0214,0.677,0.822,0.144,ENK,YNT,ENK,ENK,briefly together,,
tp_uv,2535,Fission,tp,uv,38.183,m,ENK,f,ENK,fm,same,0.0151,0.677,0.822,0.144,ENK,YNT,ENK,ENK,briefly together,,
tp_uv,3510,Stable,tp,uv,86.967,m,ENK,f,ENK,fm,same,0.0248,0.677,0.822,0.144,ENK,YNT,ENK,ENK,briefly together,,
